AppID,Timestamp Created,UserID,Language,PlayTimeTotal,ReviewID,Purchase,Recommended,ReviewText
2780710,1745185715,76561198248779566,russian,967,193220833,true,true,"Beta Версия была чуточку менее пиксельной, но возможностей стало в разы больше! Ждём новых вещей, и чутка обновленной графики))) Игра понравилась, играется на ура, захватывает!"
2780710,1745144194,76561198307436599,russian,1417,193175159,true,true,"Мальчишки и девчонки, вы красавчики я вам говорю!
Познаю игру еще с Origins 
Все ожидания превышены, игра кайф, надеюсь на её дальнейшее полное развитие
Класс воин кайф
Лучница пойдет (аааа женщина :D )
А КОЛУДА ВИДЕЛИ? это йобаный магический миниган ПУ ПУ ПУ ПУ ПУ его небыло в других версиях, интересно придумано (бросаешься себе статусами делаешь хилки, в бубен бьёшь тотемы ставишь)
По их баланцу вроде всё ок, тоесть, будку разбить можно на любом, но как будто бы воин сильнее, но так даже лучше, первый как никак, ПРОЖЖЁНЫЙ))
Сетка с навыками простая понятная, но наверное пока не такая уш и разнообразная, когда у тебя на всех доступных мирах хотябы 20-55 жертвы алтарю
ОДНО меня оооочень смущает, что совмещаемые способности нельзя делать больше 2х, разумеется когда ты играешь с 2мя заблочиными то смысла в этом нет, ноооо, было бы с кайфом
В лучшем случае конечно, ну как идея, для такого сделали бы ""общую прокачку"" которая работала бы на всех как перманентный баф: + доболнительное соединение способностей + взаимствование чужого скила + помощь побеждённого босса и тд, чтото в этом духе
Обменник был бы неплох, мне к фул прокаченным персам врятле надо будет 10к+ обычного ресурса с каждого мира, по такому принципу например - 1000 в следующий 100 в следующий 10 в последний

Монеты вашей, игра стоит определённо!"
2780710,1744979578,76561198309225743,russian,491,193015593,true,true,"очень жду полной версии!!!"
2780710,1744958464,76561198096160503,russian,338,192997554,true,true,"Очень увлекательно."
2780710,1744847263,76561199083287058,russian,882,192904500,true,true,"Игра прикольная, мне понравилась учитывая что у неё есть будущее тк. разрабы её все время её обновляют.
и насчет разрабов убедительная просьба понерфить узел судьбы потому что он ломает баланс ты за 10 секунд стакаешь 500% скорости атаки а в связке с уклонением это просто пиздец. Я ЗА 10 МИНУТ НАСТАКАЛ 9000% ЭТО ДИЗБАЛАНС. Для разрабов: I kindly ask you to feel the knot of fate because it breaks the balance, you get 500% of your attack speed in 10 seconds, and when combined with evasion, it's just fucked up. I HIT 9,000% IN 10 MINUTES, WHICH IS AN IMBALANCE."
2780710,1744748851,76561199507094005,russian,269,192823420,true,true,"Интересная игра на основе скандинавской мифологии"
2780710,1744729130,76561198317685269,russian,1230,192802959,true,true,"Good game, ty)"
2780710,1744620608,76561198066361909,russian,895,192720788,true,true,"Игра хорошая, динамичная и интересная своей прокачкой.

НО, большой минус в том, что нет облачных сохранений. Между разными ПК нет возможности продолжить прохождение."
2780710,1744557469,76561198054106390,russian,170,192668977,true,false,"Как и многие подобные игры в этом жанре имеет проблемы с производительностью при появлении кучи монстров. (при усложнении уровней из меню).
Не стоит вообще денег, два уровня проходишь и дальше неинтересно."
2780710,1744557401,76561198031488648,russian,697,192668884,true,true,"Хорошая игра для тех, кто любит данный жанр. Разнообразное оружие, три персонажа с собственными ветками развития, приятные звуковые эффекты. Рекомендую!"
2780710,1744541756,76561198319655080,russian,262,192651865,true,false,"Рандомная и довольно сырая"
2780710,1744397037,76561197990103498,russian,1177,192519930,true,true,"Bosses are very tough
And why can't I highlight skills required for evolveing?
please add more tabs for warpaint (for other character build)"
2780710,1744385082,76561197992015494,russian,408,192506873,true,true,"Зашло"
