AppID,Timestamp Created,UserID,Language,PlayTimeTotal,ReviewID,Purchase,Recommended,ReviewText
2780710,1745280177,76561198446507499,brazilian,315,193304205,true,true,"o Jogo em si, é muito parecido com vampire survivors, e tem alguns aspectos que ao meu ver, são melhores ex: gameplay mais fluida com utilização de dashs, e tambem a possibilidade de utilizar o cursor do mouse como mira, assim tirado parte da monotonia. O que se torna um pequeno problema, é o balanceamento de itens e inimigos, alguns que basicamente você tem que ser o neo do matrix e desviar. Também os itens juntamente com seus combos que majoritariamente são tão fracos e esquecíveis, que sinceramente, daria pra completar o jogo todo somente com uma itemização só. Contudo, o jogo ainda está em early acess, e acredito que da pra melhorar ao longo do tempo, tendo isso em mente, recomendo o jogo para os jogadores que gostem de vampire survivors com uma pegada de Enter the gungeon..."
2780710,1745104941,76561199196696057,brazilian,399,193142745,true,true,"um jogo otimo para passar o tempo, mecanicas simples mas bem feitas, um grafico muito bonitinho e fases legais, cada uma com inimigos novos e mecanicas novas para se passar"
2780710,1745008644,76561198253014792,brazilian,683,193049642,true,true,"FUNNY"
2780710,1744996562,76561198071485570,brazilian,405,193035488,true,true,"insano"
2780710,1744911903,76561199079557697,brazilian,453,192957249,true,true,"dou os parabéns aos desenvolvedores, achei um jogo muito delicioso de jogar"
2780710,1744859202,76561199479556943,brazilian,1922,192912930,true,true,"just need a way for favorite runes again, and a fast method for break rune. some nerfs in physical build will be good."
2780710,1744821800,76561198389364582,brazilian,337,192879231,true,true,"Um ótimo bullet heaven. Com várias combinações de builds e formas de jogar. Estou amando."
2780710,1744715308,76561199341206205,brazilian,92,192790618,true,true,"Maravilhoso, difícil e divertido,uma mistura de jogos como sou Knight e outros jogos móbiles com vampire survivors"
2780710,1744687295,76561198180035679,brazilian,705,192774993,true,true,"Um belo jogo."
2780710,1744579673,76561198145271078,brazilian,442,192694150,true,true,"Bem ao estilo Vampire Survivor, Asgard fall's atende todas as expectativas em cima desse estilo de Roguelike. Simples e satisfatório, jogo perfeito para passar o tempo"
2780710,1744487202,76561199054139436,brazilian,968,192606029,false,true,"Jogo muito bem feito. Dá para ver muito amor, dedicação e carinho no desenvolvimento deste jogo."
2780710,1744463267,76561198080777015,brazilian,10659,192577156,true,true,"Eu to viciado nisso aqui, aguardando atualização!! Ta faltando só uma classe pra liberar e deixar full. Joguinho bom demais"
2780710,1744349100,76561198837736043,brazilian,490,192478817,true,true,"Uma maravilha!!!!!! recomendo"
2780710,1744252213,76561198045835458,brazilian,993,192403586,true,true,"Se a demo era boa, esse early access tá maravilhoso! 

Espero que adicionem os novos mundos logo porque já tô ansioso pelo futuro desse joguinho."
2780710,1744228472,76561198802541069,brazilian,2830,192385113,true,true,"Passei por boas horas jogando a demo e esperando o jogo e realmente não me decepcionei com o resultado final do lançamento. Recomendo o jogo pra quem ja curte roguelike ou pra quem quer conhecer esse tipo de jogo.

O jogo tem um mapa bem tranquilo de se movimentar; os inimigos que vem pra tela são bem intuitivos e com pouco tempo de run você aprende as mecânicas deles, apesar da dificuldade não subir rapidamente você precisa progredir na evolução do personagem pra aguentar as waves com tranquilidade.

Combinações de armas são muito boas e isso gera um bom sentido de individualidade caso você queira escolher só as armas que você gosta e não as que são mais ""meta""."
