AppID,Timestamp Created,UserID,Language,PlayTimeTotal,ReviewID,Purchase,Recommended,ReviewText
2780710,1745231228,76561198809336650,spanish,284,193255099,true,true,"Soy fan de los horde survivals, no se cuantas horas he jugado al Vampire, 20 min y sobretodo al Brotato... de los tres que he dicho, este esta muy por debajo... creo que lo básico lo tienen, pero le falta algo... tal vez con el tiempo consiga ""eso"" que lo haga mas único."
2780710,1745040198,76561199650853154,spanish,305,193076285,true,true,"tiene algunos detalles qué no me convencen pero está bueno el juego, tiene mucho potencial
"
2780710,1745035855,76561199179700867,spanish,528,193073034,true,true,"Buen juego muchas horas de entretenimiento"
2780710,1744851350,76561198271941746,spanish,927,192907428,true,true,"Lo probe en la beta abierta que estuvo hace un tiempo y se nota el gran desarrollo que ha tenido"
2780710,1744824756,76561198009034671,spanish,959,192882670,true,true,"Muy adictivo."
2780710,1744746400,76561198378505602,spanish,363,192821036,true,true,"Bueno"
2780710,1744728998,76561199782751552,spanish,762,192802820,true,true,"Es uno de los mejore juegos, aun falta por mejorar, pero tiene mucho potencial"
2780710,1744596102,76561198089888273,spanish,173,192706821,true,true,"vampire survivor version vikinga 10/10"
2780710,1744382909,76561199076286476,spanish,51,192504528,false,true,"Excelente !!

https://youtu.be/ThaPx78mRd0"
2780710,1744328591,76561199024635836,spanish,461,192465154,true,true,"gran juego muy entretenido, le falta contenido. habria que esperar nuevas actualizaciones"
2780710,1744238827,76561198103093059,spanish,750,192394099,true,true,"Me lo acabo de comprar y le he echado una jornada laboral, la opinión queda clara, sólo queda esperar a que lo vayan completando."
2780710,1744221466,76561198310186141,spanish,378,192378186,false,true,"🎮 ASGARD’S FALL — VIKING SURVIVORS – SOBREVIVE, LUCHA Y DEMUESTRA TU VALOR EN LOS NUEVE REINOS

Desarrollador y Editor: Soulpotion / Assemble Entertainment – INSTINCT3
Fecha de Lanzamiento: 9 de abril de 2025
Género: Acción, Roguelite, Indie, Estrategia
Plataformas: PC (Steam)

Asgard’s Fall — Viking Survivors es un intenso roguelite de supervivencia que combina combates frenéticos, progresión estratégica y un estilo visual pixelado con alma vikinga. Aquí no solo luchas por tu vida: luchas por tu lugar en la historia. Elige a tu héroe, enfréntate a hordas de criaturas míticas y forja tu destino en los Nueve Reinos.

🎨 PIXEL ART DE GUERRA Y MITOLOGÍA
Estética detallada y bien animada – Con un arte en pixel art fluido y estilizado, cada ataque y movimiento resulta claro, poderoso y visualmente impactante.
Diseño inspirado en la mitología nórdica – Las criaturas, escenarios, armas y efectos recuerdan constantemente que estás en un mundo marcado por los dioses, lleno de runas, sangre y honor.
📌 La dirección de arte logra que cada run se sienta vibrante, legendaria y viva, incluso cuando mueres una y otra vez.

🎮 ACCIÓN ROGUELITE CON PROFUNDIDAD Y PERSONALIZACIÓN
El corazón del juego es su combate automático, donde tú te encargas del movimiento mientras tu personaje ataca solo. Pero bajo esa capa simple hay un diseño profundo: múltiples personajes, habilidades desbloqueables, mejoras pasivas, árboles de runas y eventos que hacen que cada partida sea diferente.
🔥 CARACTERÍSTICAS PRINCIPALES
Personajes únicos – Cada héroe tiene habilidades, estadísticas y estilos de juego distintos. Desde el Guerrero imparable hasta la Cazadora de precisión letal.
Runas de Warpaint – Sistema de progresión con mejoras pasivas y activas. Obtén runas durante la partida o fusiónalas usando pigmentos recogidos en combate.
Web of Wyrd – Una red de talentos persistentes donde colocas “nudos” que moldean tus próximas partidas.
Eventos aleatorios en los Nueve Reinos – Cada mundo tiene enemigos, biomas y eventos únicos. Nadie sobrevive dos veces al mismo Midgard.
Integración con Twitch – Los streamers pueden permitir que su comunidad influya en tiempo real: desde ayudarlos con bendiciones hasta complicarles la vida con enemigos extra.
📌 La mezcla entre progresión roguelite, personalización y rejugabilidad es adictiva, dinámica y perfecta para partidas tanto rápidas como largas.

💥 DOMINA LA GUERRA, NO SOLO SOBREVIVAS
Asgard no es un lugar para débiles. La dificultad va en aumento constante, obligándote a experimentar con builds y estrategias.
Oleadas brutales – Cada partida escala en intensidad. Enemigos más duros, más rápidos, y más numerosos.
Sacrificio de sangre – Una mecánica que te permite aumentar el riesgo a cambio de mejores recompensas. Ideal para los valientes… o los temerarios.
Sinergias clave – Combinar habilidades y runas correctamente puede significar la diferencia entre llegar al Valhalla o caer olvidado.
📌 El juego premia la habilidad, la adaptación y sobre todo, la planificación. Cada error cuesta caro, pero cada victoria sabe a gloria.

⏳ DURACIÓN Y REJUGABILIDAD
Campaña principal: 10–15 horas para desbloquear todos los personajes y llegar al final
Contenido adicional: +30 horas entre mejoras persistentes, desafíos, y Twitch mode
Cada run cambia: enemigos, mejoras disponibles, rutas y condiciones
Sistema de desbloqueos permanentes te anima a seguir probando cosas nuevas
Modo Twitch y desafíos de sacrificio hacen que cada partida pueda volverse única
📌 Este juego fue diseñado con la rejugabilidad en mente. Terminas una partida… y ya estás pensando en la siguiente.

🌟 VALORACIÓN FINAL
TRAMA: ⭐⭐⭐⭐☆ (8.5/10) – Sin historia compleja, pero la ambientación lo dice todo. Vives la narrativa a través del combate y el progreso.
JUGABILIDAD: ⭐⭐⭐⭐☆ (8.5/10) – Directa, adictiva, divertida. Perfecta para amantes del roguelite.
GRÁFICOS Y RENDIMIENTO: ⭐⭐⭐⭐☆ (8.5/10) – Pixel art consistente, bien optimizado y con gran diseño visual.
SONIDO Y AMBIENTACIÓN: ⭐⭐⭐⭐☆ (8.5/10) – Músicas rítmicas y efectos de impacto bien logrados. No abruma, pero acompaña.
**NOTA FINAL: ⭐8.5/10⭐

📌 ¿RECOMENDADO?
✅ Sí. Asgard’s Fall — Viking Survivors es un roguelite ideal tanto para fans del género como para jugadores casuales que busquen una experiencia rápida, intensa y mitológicamente épica. Cada muerte es una lección. Cada victoria, una leyenda.

👉 ¿Estás listo para probar tu valía ante los dioses? El Valhalla no espera. Añádelo ya a tu lista de deseos o pruébalo en Steam aquí: https://store.steampowered.com/app/2780710/Asgards_Fall__Viking_Survivors/

#AsgardsFall #Roguelite #VikingSurvivors #PixelArt #IndieGame #Steam2025 #prhound"
